MOUSE_GENE_SYM	HUMAN_GENE_SYM
Iglc4	IGLL5
Eif2s2	EIF2S2
Gm24178	RNU6-1150P
Gm22958	RNU2-55P
Mir15a	MIR15A
Commd6	COMMD6
Fam155a	FAM155A
Actl10	ACTL10
Gm4131	C13orf42
Itpa	ITPA
Krtap11-1	KRTAP11-1
Ier3ip1	IER3IP1
Gm22885	RNU6-426P
Rad21l	RAD21L1
Stard6	STARD6
B3galt5	B3GALT5
Gm6133	RPL17-C18orf32
Slc4a11	SLC4A11
Mir1306	MIR1306
Mir1a-2	MIR1-2
Snord83b	SNORD83B
Gm23025	RNU6-28P
Skor2	SKOR2
Ism1	ISM1
Hspa12b	HSPA12B
Kiz	KIZ
Gm22911	RNU6-708P
Sox1	SOX1
Tldc2	TLDC2
Galr3	GALR3
Gm25335	RNU6-903P
Ttll9	TTLL9
Myh7b	MYH7B
Snord110	SNORD110
Gm24105	RN7SL50P
Foxs1	FOXS1
Gm23318	RNU6-564P
H1f0	H1-0
Bpifb4	BPIFB4
Mir19b-1	MIR19B1
Siah3	SIAH3
BC029722	MMP24OS
Gm24661	RNU6-167P
Zcchc3	ZCCHC3
Tmem74bos	C20orf202
Slc5a3	SLC5A3
Gm24099	RNU6-742P
Akain1	AKAIN1
Gm22503	RNU6-66P
Iglv3	IGLV4-69
Syndig1	SYNDIG1
Sel1l2	SEL1L2
Gm25599	RNU6-1050P
Cbx6	CBX6
Pdxp	PDXP
Mphosph8	MPHOSPH8
Gm25425	RNU6-900P
Rbm12	RBM12
Prnp	PRNP
Fastkd5	FASTKD5
Siglec15	SIGLEC15
Gm26038	RNU6-278P
Gm26183	SCARNA17
Olfr1303	OR4F21
Thbd	THBD
Ccdc188	CCDC188
Fam83c	FAM83C
Defb25	DEFB124
Krtap27-1	KRTAP27-1
Ankef1	ANKEF1
Seh1l	SEH1L
Defb28	DEFB115
Chmp1b	CHMP1B
Gm22950	RNU6-916P
Gm22675	RNU6-702P
Serpine3	SERPINE3
Defb23	DEFB129
Gm24572	MIR3618
Selenom	SELENOM
Arhgap40	ARHGAP40
Mir301b	MIR301B
Csnk2a1	CSNK2A1
Gm25453	RNU6-73P
Mroh8	MROH8
Gm8251	CCDC168
Cpne1	CPNE1
B830017H08Rik	FAM246B
Tmem121b	TMEM121B
Snord17	SNORD17
Tmem200c	TMEM200C
Slitrk1	SLITRK1
Gm23167	RNU6-113P
6430550D23Rik	C20orf173
Gm26143	RNU6-58P
Smim26	SMIM26
Pcp4	PCP4
Snx8	SNX8
Gjd4	GJD4
Caskin1	CASKIN1
Zdhhc4	ZDHHC4
Dgkk	DGKK
Mfsd7a	SLC49A3
Svs2	SEMG1
BC003965	C16orf91
Crlf2	CRLF2
Snord12	SNORD12
Tmem252	TMEM252
Cbln4	CBLN4
Sgms1	SGMS1
Relch	RELCH
Mfsd10	MFSD10
Grin3b	GRIN3B
Chn2	CHN2
Micu3	MICU3
Fahd1	FAHD1
Slc38a5	SLC38A5
Trmo	TRMO
Nme4	NME4
Eddm3b	EDDM3A
Ferd3l	FERD3L
Snx30	SNX30
Avl9	AVL9
Jkamp	JKAMP
Bhlhe22	BHLHE22
Kdelr2	KDELR2
Adamtsl1	ADAMTSL1
Lmf2	LMF2
Hoxa1	HOXA1
Duoxa2	DUOXA2
Bst1	BST1
Slc22a17	SLC22A17
Olfr94	OR2I1P
Mir23b	MIR23B
Grifin	GRIFIN
Znrf2	ZNRF2
Gm25409	SNORA41B
Trav6-1	TRAV9-2
Trgv3	TRGV11
Gpr146	GPR146
Wrn	WRN
Zfp316	ZNF316
Adgra2	ADGRA2
Supt16	SUPT16H
Ankrd16	ANKRD16
Fam25c	FAM25G
Saxo1	SAXO1
Pax9	PAX9
Mir147	MIR147B
Prl8a9	PRL
Tmem87a	TMEM87A
L2hgdh	L2HGDH
Disp2	DISP2
Timp1	TIMP1
Lonrf1	LONRF1
Defb14	DEFB103B
Cramp1l	CRAMP1
Rgs12	RGS12
Ang	ANG
Dhx35	DHX35
Vcpkmt	VCPKMT
Trim9	TRIM9
Ap5z1	AP5Z1
Rbpms	RBPMS
Ear2	RNASE3
Csgalnact2	CSGALNACT2
Ssxb8	SSX5
Nxph1	NXPH1
Erlin2	ERLIN2
Slc25a37	SLC25A37
Sfrp4	SFRP4
Ell3	ELL3
Fam114a1	FAM114A1
Myo5c	MYO5C
Cactin	CACTIN
Decr2	DECR2
Scara5	SCARA5
Trio	TRIO
4921507P07Rik	C7orf31
Wfdc3	WFDC3
Mir196b	MIR196B
Gas1	GAS1
Tmem170b	TMEM170B
Gm9803	PAM16
Crmp1	CRMP1
Mindy4	MINDY4
Cmtm5	CMTM5
Fam217a	FAM217A
Telo2	TELO2
Tacc1	TACC1
Tmc1	TMC1
Nt5c3	NT5C3A
Phf5a	PHF5A
Foxf2	FOXF2
Bicd2	BICD2
Prkar1b	PRKAR1B
Zfp367	ZNF367
Mastl	MASTL
Nr0b1	NR0B1
Nudt18	NUDT18
Rbpj	RBPJ
Msrb2	MSRB2
Wdr37	WDR37
Sdr16c5	SDR16C5
H1f3	H1-3
Mfsd14b	MFSD14B
Zfp763	ZNF487
Cpne6	CPNE6
Inafm2	INAFM2
Ptpn20	PTPN20
Tusc3	TUSC3
Gm23247	RNU6-1067P
Skida1	SKIDA1
Tsc2	TSC2
Kctd5	KCTD5
Bod1l	BOD1L1
Hdhd3	HDHD3
Trdmt1	TRDMT1
Scfd2	SCFD2
Cep78	CEP78
Trmt44	TRMT44
Fam126a	FAM126A
Syp	SYP
Mpg	MPG
Gchfr	GCHFR
Bag1	BAG1
1810030O07Rik	CXorf38
Gpr158	GPR158
Bcas1	BCAS1
Wipf3	WIPF3
Adamts16	ADAMTS16
Smc1b	SMC1B
Nfam1	NFAM1
Gtpbp6	GTPBP6
Glipr2	GLIPR2
Galr1	GALR1
Zfp598	ZNF598
Rnase9	RNASE9
Tm2d2	TM2D2
Irx2	IRX2
Nsmaf	NSMAF
Trp53rkb	TP53RK
Cubn	CUBN
Smim14	SMIM14
Parg	PARG
Gm23040	RNU1-15P
Sh3tc1	SH3TC1
Dpm1	DPM1
Gm24164	RNU6-163P
Rfk	RFK
Adgra3	ADGRA3
Ppp1r14d	PPP1R14D
Slc31a1	SLC31A1
B4galt1	B4GALT1
Arfrp1	ARFRP1
Erc1	ERC1
Klhdc1	KLHDC1
Serpinb9h	SERPINB9
Col27a1	COL27A1
Aspn	ASPN
Malrd1	MALRD1
Meox2	MEOX2
Wfdc5	WFDC5
Bnc2	BNC2
Jsrp1	JSRP1
Ptpn3	PTPN3
Slc17a3	SLC17A3
Cerk	CERK
Tmem184a	TMEM184A
Tut7	TUT7
Try5	PRSS3
4933430I17Rik	C9orf43
Usp9x	USP9X
Slc28a2b	SLC28A2
Sh2d4a	SH2D4A
Jph2	JPH2
Mir532	MIR532
Musk	MUSK
Socs6	SOCS6
Ccdc134	CCDC134
Tef	TEF
Rangap1	RANGAP1
Hoxa2	HOXA2
H2al1o	H2AL1RP
Dmac2l	DMAC2L
Tgs1	TGS1
A1cf	A1CF
Serpinb6c	SERPINB6
Wfdc9	WFDC9
Nsd2	NSD2
Znrd1	POLR1H
Spata18	SPATA18
Smim19	SMIM19
Nop14	NOP14
Tomm20l	TOMM20L
Cfp	CFP
Eya2	EYA2
Dnajb5	DNAJB5
Pcdh7	PCDH7
Eapp	EAPP
Gpx4	GPX4
Zfp422	ZNF22
Olfr1509	OR4E2
Tcea2	TCEA2
Gm1140	FAM9A
Flywch2	FLYWCH2
Invs	INVS
Spaar	SPAAR
Dnah5	DNAH5
Pbk	PBK
Pacsin2	PACSIN2
Pck2	PCK2
Gm25970	SNORD127
Usp46	USP46
Wrnip1	WRNIP1
Tmem260	TMEM260
Uckl1	UCKL1
Rfx7	RFX7
Rab28	RAB28
Npvf	NPVF
Pim2	PIM2
Lmf1	LMF1
Gng10	GNG10
Nupl2	NUP42
Prom1	PROM1
Mbd3	MBD3
Insl6	INSL6
Tmem268	TMEM268
Fars2	FARS2
Creb3	CREB3
Gsdme	GSDME
Hdc	HDC
Cluap1	CLUAP1
Meiob	MEIOB
4930578I06Rik	C8orf74
Gpr34	GPR34
Itih5	ITIH5
Cox7b2	COX7B2
Rps6ka3	RPS6KA3
Trav16d-dv11	TRAV19
Gm24204	RNU6-1331P
Myo3a	MYO3A
Atxn3	ATXN3L
Kdr	KDR
Dhrs7	DHRS7
Lgi2	LGI2
1700123O20Rik	C14orf119
Car5b	CA5B
Sfrp1	SFRP1
Gm22739	RNU1-148P
Ggct	GGCT
Ssr1	SSR1
Sptssa	SPTSSA
Abt1	ABT1
Ldb2	LDB2
Gcnt1	GCNT1
Mllt3	MLLT3
Eif2ak1	EIF2AK1
Car9	CA9
Tmod1	TMOD1
Tcim	TCIM
Wfdc12	WFDC12
Abca7	ABCA7
Zfand5	ZFAND5
Defb30	DEFB135
A26c3	POTEA
Pla2g4f	PLA2G4F
Arfgap3	ARFGAP3
Elane	ELANE
Ocstamp	OCSTAMP
Rbm10	RBM10
Ccar2	CCAR2
Ctsg	CTSG
Zfp106	ZNF106
Oser1	OSER1
Arsa	ARSA
Npw	NPW
Eqtn	EQTN
Klhl5	KLHL5
Zkscan16	ZNF483
Gm26131	RNU6-1114P
Gpr176	GPR176
Oca2	OCA2
Wdr76	WDR76
Apc2	APC2
Gm13306	CCL27
Mrfap1	MRFAP1
Csf2ra	CSF2RA
Psme1	PSME1
Slc17a1	SLC17A1
Tmem68	TMEM68
Pdss1	PDSS1
Tmem47	TMEM47
Otud7a	OTUD7A
Phox2b	PHOX2B
Ralgapa1	RALGAPA1
Tjp1	TJP1
Barx1	BARX1
Mamdc2	MAMDC2
Apbb2	APBB2
Nuggc	NUGGC
Wdr18	WDR18
Drd5	DRD5
Tmem259	TMEM259
Gm22491	RNU6-438P
Smarca2	SMARCA2
Rai2	RAI2
Ghrhr	GHRHR
Slc44a1	SLC44A1
Rae1	RAE1
Spag8	SPAG8
Pcsk5	PCSK5
Slc6a12	SLC6A12
Rab27a	RAB27A
Ogfr	OGFR
Ccdc127	CCDC127
Pappa	PAPPA
Neurod6	NEUROD6
Gid8	GID8
Nkx2-6	NKX2-6
Bmp7	BMP7
Pudp	PUDP
Mapk1ip1l	MAPK1IP1L
Mageb4	MAGEB2
Shroom4	SHROOM4
Cebpb	CEBPB
Ptchd3	PTCHD3
Gm23194	RNU6-421P
Cdc37l1	CDC37L1
Foxm1	FOXM1
Ndufs6	NDUFS6
1700028P14Rik	C9orf135
Prelid3b	PRELID3B
Atp6v0c	ATP6V0C
Olah	OLAH
Lancl3	LANCL3
Ckmt1	CKMT1B
Steap1	STEAP1B
Focad	FOCAD
Dnajc25	DNAJC25
Adam18	ADAM18
Cyp2w1	CYP2W1
Wdr90	WDR90
Enkur	ENKUR
Eif4ebp1	EIF4EBP1
Mcat	MCAT
Rtf1	RTF1
Zfp703	ZNF703
Dennd6b	DENND6B
Mtmr9	MTMR9
Cldn34b2	CLDN34
Gm25815	RNU6-1151P
Sugct	SUGCT
Cox19	COX19
Catsper2	CATSPER2
Ptger2	PTGER2
Prss55	PRSS55
Trav8n-2	TRAV17
Stmnd1	STMND1
Washc1	WASHC1
Cyp2d26	CYP2D6
Mafb	MAFB
Tpsg1	TPSG1
Fam221a	FAM221A
Cdc26	CDC26
Ptprt	PTPRT
Gm24716	RNU6-533P
Cxcl12	CXCL12
H2bc11	H2BC13
St13	ST13
Ror2	ROR2
Fam210b	FAM210B
Ecpas	ECPAS
Atp6v1h	ATP6V1H
Rpusd2	RPUSD2
Srd5a1	SRD5A1
Olfr109	OR12D3
Ighv7-4	IGHV3OR15-7
Nprl3	NPRL3
Wbp2nl	WBP2NL
Pdia3	PDIA3
S100g	S100G
Ccdc107	CCDC107
Defb35	DEFB105B
Zbp1	ZBP1
Gm25268	RNU6-682P
Cbx3	CBX3
4933417A18Rik	C6orf201
Mapkbp1	MAPKBP1
Fam8a1	FAM8A1
Akap6	AKAP6
Elob	ELOB
Trmt10b	TRMT10B
Ccdc171	CCDC171
Pitrm1	PITRM1
Irf4	IRF4
Gm24374	RNU6-694P
Exosc3	EXOSC3
Snai1	SNAI1
Gtpbp4	GTPBP4
Zfr2	ZFR2
Dcaf10	DCAF10
Ube2i	UBE2I
Psmg3	PSMG3
Gdf2	GDF2
Sec23a	SEC23A
Stk4	STK4
Ighv3-8	IGHV4OR15-8
1700029P11Rik	NDUFB11
Zswim1	ZSWIM1
Defb47	DEFB130B
Fam90a1a	FAM90A7P
Fam83d	FAM83D
Mslnl	MSLNL
Cdca7l	CDCA7L
Evc2	EVC2
Fam107b	FAM107B
Mir7-1	MIR7-1
Hemgn	HEMGN
Midn	MIDN
Olfr90	OR2H1
Il2ra	IL2RA
Lurap1l	LURAP1L
Hfe	HFE
Tymp	TYMP
Elp3	ELP3
Nwd2	NWD2
Tril	TRIL
Mrpl15	MRPL15
Olfr161	OR1F1
Unkl	UNKL
Duoxa1	DUOXA1
Pebp4	PEBP4
ccdc198	CCDC198
Slc25a21	SLC25A21
Cyb5r3	CYB5R3
Sgcz	SGCZ
Hs3st6	HS3ST6
Olfr211	OR13A1
Lypla1	LYPLA1
Septin7	SEPTIN7
Cdkn2b	CDKN2B
Vps41	VPS41
Pnpla3	PNPLA3
Rab11fip1	RAB11FIP1
Ints9	INTS9
Evc	EVC
Brd1	BRD1
Hsd17b3	HSD17B3
Gm22152	SNORD3J
Crem	CREM
Gm24947	RNU6-679P
Spata31d1c	SPATA31D4
Fbn1	FBN1
H1f4	H1-4
Bloc1s5	BLOC1S5-TXNDC5
Trappc2	TRAPPC2
Nipal1	NIPAL1
Hnrnpa2b1	HNRNPA2B1
Tspan13	TSPAN13
C1ql3	C1QL3
Loxl2	LOXL2
Nudt11	NUDT11
Olfr96	OR11A1
Prss33	PRSS33
Adra2c	ADRA2C
Wdr45	WDR45
Tmx1	TMX1
Ift52	IFT52
Ndufb10	NDUFB10
Hgfac	HGFAC
Mylk4	MYLK4
Pfkp	PFKP
Mdga2	MDGA2
Slpi	SLPI
Mir124a-1	MIR124-1
Pcyt1b	PCYT1B
Psme2b	PSME2
Gata3	GATA3
Mmp9	MMP9
Klhl33	KLHL33
Ltk	LTK
Olfr71	OR13J1
S1pr4	S1PR4
Ccl19	CCL19
Ribc2	RIBC2
Slc9a3	SLC9A3
Zfp622	ZNF622
Ttc6	TTC6
Atpsckmt	ATPSCKMT
Cables2	CABLES2
Jade3	JADE3
Ddx27	DDX27
Wdfy4	WDFY4
2700049A03Rik	KIAA0586
Anks6	ANKS6
Mettl3	METTL3
Cwh43	CWH43
Lkaaear1	LKAAEAR1
Slit2	SLIT2
Gm26008	RNU6-979P
Topors	TOPORS
H4c8	H4C9
Ttbk2	TTBK2
Xpnpep3	XPNPEP3
Fbxw2	FBXW2
Vim	VIM
Gdap1l1	GDAP1L1
Dtd2	DTD2
Serinc3	SERINC3
Fscn1	FSCN1
Adam28	ADAM28
Pcif1	PCIF1
Carmil3	CARMIL3
Nat3	NAT1
Gm23350	RNU6-838P
Fermt2	FERMT2
Poldip3	POLDIP3
Trav13n-4	TRAV22
Ndufs7	NDUFS7
Mir877	MIR877
Dmrta1	DMRTA1
Anxa1	ANXA1
Gmpr2	GMPR2
Irx1	IRX1
Gm26441	RNU6-1108P
Aldh1a7	ALDH1A1
Cep72	CEP72
Phka2	PHKA2
Olfr748	OR11H7
Coch	COCH
Pom121l2	POM121L2
Nefl	NEFL
Txndc8	TXNDC8
Rnase6	RNASE6
Prickle3	PRICKLE3
Prr5	PRR5
Ntrk2	NTRK2
Mocs3	MOCS3
Larp4b	LARP4B
Pwwp3a	PWWP3A
Fam110b	FAM110B
Mid1	MID1
1700123L14Rik	NUP50
Ctnnd2	CTNND2
Fnta	FNTA
Lyar	LYAR
Mir133a-2	MIR133A2
Trav2	TRAV4
Dnase1l2	DNASE1L2
Homez	HOMEZ
Uncx	UNCX
Dnase1	DNASE1
Fam20c	FAM20C
Tcf12	TCF12
Cyfip1	CYFIP1
Dmrt3	DMRT3
Crebbp	CREBBP
Rbak	RBAK
Flywch1	FLYWCH1
Tshz2	TSHZ2
5430427O19Rik	CXorf21
Cd72	CD72
Trp53tg5	TP53TG5
Pakap	PALM2AKAP2
Odf3l2	ODF3L2
Psmg4	PSMG4
Ptgis	PTGIS
Taf1	TAF1L
Ccdc154	CCDC154
Prkdc	PRKDC
Chst14	CHST14
Panx2	PANX2
Lrpap1	LRPAP1
Dusp21	DUSP21
Olfr267	OR2K2
Chst12	CHST12
Chic2	CHIC2
Prex1	PREX1
Slx4	SLX4
Mageb2	MAGEB6B
Meis2	MEIS2
Unc13c	UNC13C
Lrrc57	LRRC57
Nfe2l3	NFE2L3
Rgs20	RGS20
Lpl	LPL
D130043K22Rik	KIAA0319
Ccndbp1	CCNDBP1
Ninj2	NINJ2
Osbpl3	OSBPL3
Sycp2	SYCP2
Spred1	SPRED1
Jak2	JAK2
St18	ST18
Hs3st1	HS3ST1
Mbtps2	MBTPS2
Tstd2	TSTD2
Zcchc4	ZCCHC4
Onecut1	ONECUT1
Fan1	FAN1
Klhl28	KLHL28
Bicdl2	BICDL2
Stk32b	STK32B
Letm1	LETM1
Gnpda2	GNPDA2
Rnf31	RNF31
Sox17	SOX17
Gins4	GINS4
Rpp21	RPP21
Nemf	NEMF
Arid4a	ARID4A
L3mbtl1	L3MBTL1
Plekha8	PLEKHA8
H2ap	H2AP
Mplkip	MPLKIP
Btn2a2	BTN2A2
Serhl	SERHL2
Eef1a2	EEF1A2
Gcnt2	GCNT2
Anp32b	ANP32B
Thap1	THAP1
Nsg1	NSG1
Stmn4	STMN4
Otud5	OTUD5
Clcn5	CLCN5
Thsd7a	THSD7A
Phyhip	PHYHIP
Tspyl2	TSPYL2
Hdgfl1	HDGFL1
Defb43	DEFB131A
BC025920	ZNF77
Ank1	ANK1
Aco2	ACO2
Ctbp1	CTBP1
Tab3	TAB3
Kcnip4	KCNIP4
Prss16	PRSS16
Kif5b	KIF5B
Ocm	OCM
Rgp1	RGP1
Ppp1r3d	PPP1R3D
Ythdf1	YTHDF1
Olfr726	OR4K15
Ogn	OGN
Edn1	EDN1
Dkk4	DKK4
Zfyve19	ZFYVE19
Add1	ADD1
Tex52	TEX52
Actr10	ACTR10
Tbc1d2	TBC1D2
Anxa8	ANXA8L1
Frem1	FREM1
Exoc1	EXOC1
Tex10	TEX10
Atp6v1b2	ATP6V1B2
Fam53a	FAM53A
Kremen2	KREMEN2
Ccdc180	CCDC180
H2bc4	H2BC10
Atxn1	ATXN1
Grpr	GRPR
Rp1l1	RP1L1
Fam171a1	FAM171A1
A4galt	A4GALT
Cstf2t	CSTF2T
Tgfbr1	TGFBR1
Gpx6	GPX6
Fam174c	FAM174C
Ndp	NDP
Slc35c2	SLC35C2
Cldn23	CLDN23
Fam220a	FAM220A
C1galt1	C1GALT1
Gzme	GZMH
Aptx	APTX
Nhs	NHS
Cbln2	CBLN2
Mcm4	MCM4
Gm22458	RNU6-1075P
Gm22818	RNU6-516P
Unc5d	UNC5D
Tpd52l2	TPD52L2
Dtnbp1	DTNBP1
Mlana	MLANA
Prtn3	PRTN3
Ppp1r17	PPP1R17
Ogdhl	OGDHL
Trp53bp1	TP53BP1
Gm23515	RNU6-919P
Arid3c	ARID3C
Mirlet7d	MIRLET7D
Oaz1	OAZ1
Nsun2	NSUN2
Rnf212	RNF212
Micall2	MICALL2
Dthd1	DTHD1
Celf2	CELF2
Tcf3	TCF3
Mknk2	MKNK2
Orm1	ORM1
Fsd1l	FSD1L
Lpcat1	LPCAT1
Zfp239	ZNF239
Kcnd1	KCND1
Scfd1	SCFD1
Acbd7	ACBD7
Tex15	TEX15
Gzmm	GZMM
Habp4	HABP4
Celsr1	CELSR1
Tppp	TPPP
Brms1l	BRMS1L
Dctn3	DCTN3
Npbwr1	NPBWR1
Ucn3	UCN3
Zfp174	ZNF174
Dnah11	DNAH11
Lgals3	LGALS3
Nme3	NME3
Klhl15	KLHL15
Xkr4	XKR4
Eepd1	EEPD1
Rmi1	RMI1
Pdia2	PDIA2
Efcab1	EFCAB1
Ndufaf1	NDUFAF1
Mns1	MNS1
Ofd1	OFD1
Dhrs1	DHRS1
Sall2	SALL2
Parvb	PARVB
Pla2g4d	PLA2G4D
Olfr728	OR4K1
Slc18a1	SLC18A1
Aqp1	AQP1
Fam167a	FAM167A
Clcn4	CLCN4
Cdkl1	CDKL1
Glis2	GLIS2
Gm25205	RNU6-645P
Rnase1	RNASE1
Palm	PALM
Pdcd6	PDCD6
Klf16	KLF16
Tgm1	TGM1
Serpinb3d	SERPINB4
Pdpk1	PDPK1
Eif2s3x	EIF2S3
Spag11b	SPAG11B
Psat1	PSAT1
Cntln	CNTLN
Snai2	SNAI2
Fam189a1	FAM189A1
E2f3	E2F3
5031439G07Rik	KIAA0930
Sf3a2	SF3A2
Bsg	BSG
Snapc1	SNAPC1
Mir208b	MIR208B
Reps2	REPS2
Tmem215	TMEM215
Prkd1	PRKD1
Phlpp1	PHLPP1
Ido1	IDO1
Inip	INIP
Eef2kmt	FAM86B1
Eci1	ECI1
Msl3l2	MSL3
Slc6a19	SLC6A19
Lyn	LYN
Rsu1	RSU1
Hoxa10	HOXA10
Rnf39	RNF39
Tox2	TOX2
Gm23042	RNU6-1195P
Zfp819	ZNF510
Gng7	GNG7
Stk31	STK31
Plekha2	PLEKHA2
Pcm1	PCM1
Trim26	TRIM26
Six1	SIX1
Cirbp	CIRBP
Gm22496	SNORD115-46
Akna	AKNA
Atp5e	ATP5F1E
Pip4k2a	PIP4K2A
Sorcs2	SORCS2
Syna	ERVFRD-1
Nsun6	NSUN6
Gm25007	RNU2-46P
Tyro3	TYRO3
Rpap1	RPAP1
Cndp1	CNDP1
Bloc1s4	BLOC1S4
Shb	SHB
Stau1	STAU1
Dnajb7	DNAJB7
Trpd52l3	TPD52L3
Mrpl52	MRPL52
D630039A03Rik	C9orf152
Pkd1	PKD1
Ngdn	NGDN
Pds5a	PDS5A
Eif3b	EIF3B
Fam189a2	FAM189A2
Etl4	KIAA1217
Sec61b	SEC61B
Epdr1	EPDR1
Sntg1	SNTG1
Spint4	SPINT4
Slc39a3	SLC39A3
Slain2	SLAIN2
Sptbn5	SPTBN5
1110017D15Rik	C9orf24
Gdf10	GDF10
Mmd2	MMD2
Ppp2r3c	PPP2R3C
Rpp38	RPP38
Tfap2a	TFAP2A
Blk	BLK
Mfhas1	MFHAS1
Chtf18	CHTF18
Umad1	UMAD1
Asph	ASPH
Gm23038	RNU6-1169P
Chrnb3	CHRNB3
Syt16	SYT16
Tle1	TLE1
Lpcat4	LPCAT4
Ercc6	ERCC6
Gabbr1	GABBR1
Serpinb1b	SERPINB1
Snapc3	SNAPC3
Stxbp6	STXBP6
Nkx2-9	NKX2-8
Grin3a	GRIN3A
Gm26468	RNU6-794P
Ak3	AK3
Epb42	EPB42
Pter	PTER
Cntnap3	CNTNAP3
Tal2	TAL2
Kdsr	KDSR
Chac1	CHAC1
Cct5	CCT5
Htra3	HTRA3
Gli3	GLI3
Dad1	DAD1
Bricd5	BRICD5
Gphb5	GPHB5
Pde1c	PDE1C
Gm527	C14orf28
Cep152	CEP152
Nkx2-1	NKX2-1
Cdh22	CDH22
Unc13b	UNC13B
Fam120a	FAM120A
Prkcq	PRKCQ
Sfmbt2	SFMBT2
Zfp395	ZNF395
Antxrl	ANTXRL
Was	WAS
Fbxo16	FBXO16
Slc35b3	SLC35B3
Trdv5	TRDV3
Trmt9b	TRMT9B
Nsd3	NSD3
Leprotl1	LEPROTL1
Styx	STYX
Fbxo15	FBXO15
Pla2g4e	PLA2G4E
Fxyd4	FXYD4
Mir1a-1	MIR1-1
H1f1	H1-1
Tmem14c	TMEM14C
Evx1	EVX1
Xrcc6	XRCC6
Zfp637	ZNF32
Arhgap6	ARHGAP6
Nkx6-3	NKX6-3
Dhtkd1	DHTKD1
Phf24	PHF24
Dynlt3	DYNLT3
Ccnf	CCNF
Lyzl1	LYZL1
Nkain3	NKAIN3
Rexo1	REXO1
G2e3	G2E3
Itgb8	ITGB8
Dnttip1	DNTTIP1
Rhoj	RHOJ
Slc22a23	SLC22A23
Cenpp	CENPP
Kcnh5	KCNH5
Mir500	MIR502
Chadl	CHADL
Gm25793	RNU6-1095P
Nipa2	NIPA2
Grid2ip	GRID2IP
Olfr1508	OR4E1
Gm22105	RNU6ATAC22P
Egln3	EGLN3
Gsx2	GSX2
Otc	OTC
Atp5k	ATP5ME
Acr	ACR
Svil	SVIL
Snora75	SNORA75B
Sox8	SOX8
Serpinb5	SERPINB5
Mapk6	MAPK6
Heatr5a	HEATR5A
Fam214a	FAM214A
Coro7	CORO7-PAM16
Fancg	FANCG
Togaram1	TOGARAM1
C2cd4c	C2CD4C
Slc9a3r2	SLC9A3R2
Rusc2	RUSC2
Fstl3	FSTL3
Ttll8	TTLL8
Mpp6	MPP6
Fastkd3	FASTKD3
Taf3	TAF3
Brf2	BRF2
Mir598	MIR598
Jpt2	JPT2
Acot13	ACOT13
Stard3nl	STARD3NL
Tbx20	TBX20
Dctn6	DCTN6
Ccdc78	CCDC78
Snord123	SNORD123
Etv1	ETV1
Sepsecs	SEPSECS
Mov10l1	MOV10L1
Dock8	DOCK8
Ccdc77	CCDC77
Slc66a2	SLC66A2
Aven	AVEN
Srd5a3	SRD5A3
Sstr5	SSTR5
Mrpl36	MRPL36
Ctsz	CTSZ
Gm23535	RNU6-918P
Mc3r	MC3R
Txndc5	TXNDC5
Sult4a1	SULT4A1
Trpm3	TRPM3
Capn15	CAPN15
Peli2	PELI2
Slc7a2	SLC7A2
Atp9b	ATP9B
Hbq1b	HBQ1
Yae1d1	YAE1
Abhd12b	ABHD12B
Timm9	TIMM9
Olfr745	OR11H6
Chrna4	CHRNA4
Btbd2	BTBD2
Uchl1	UCHL1
Bphl	BPHL
4930404N11Rik	C19orf71
Rpl9-ps1	RPL9
Zmynd8	ZMYND8
Prorp	PRORP
Actb	ACTB
Klb	KLB
Olfr749	OR11H4
Hoxa11	HOXA11
Dhrs4	DHRS4
Msantd1	MSANTD1
Tbxa2r	TBXA2R
Rbx1	RBX1
Pmepa1	PMEPA1
Tubgcp5	TUBGCP5
Fancm	FANCM
Aasdh	AASDH
Ube2k	UBE2K
Xpa	XPA
Bmp4	BMP4
Tdp2	TDP2
Kcnq2	KCNQ2
Spon2	SPON2
Rala	RALA
Ddx3x	DDX3X
Zfp12	ZNF12
Ido2	IDO2
Gm13305	IL11RA
Emc9	EMC9
Pole2	POLE2
Epb41l4b	EPB41L4B
Fam205c	FAM205C
Mageb5	MAGEB5
Cask	CASK
Prr3	PRR3
Gabra2	GABRA2
Ash2l	ASH2L
Col15a1	COL15A1
Gm14137	C15orf62
Nsun7	NSUN7
Mios	MIOS
Gm10053	CYCS
Wnt5b	WNT5B
Anapc4	ANAPC4
Bbs9	BBS9
Wnk1	WNK1
Rnf20	RNF20
Slc39a14	SLC39A14
Tmem236	TMEM236
Slc31a2	SLC31A2
Nmu	NMU
Nelfcd	NELFCD
Rhbdf1	RHBDF1
Samm50	SAMM50
Kcns1	KCNS1
Pigt	PIGT
Plcb2	PLCB2
Adnp	ADNP
Ap3d1	AP3D1
Itgb1	ITGB1
Trap1	TRAP1
Vps39	VPS39
Ktn1	KTN1
Adra1a	ADRA1A
Gm24457	RNU6-14P
Tox	TOX
Olfr15	OR2C1
Astn2	ASTN2
Cpz	CPZ
Gm26049	RNU6-552P
Gm22753	RNU6-388P
Dusp22	DUSP22
Ppp2cb	PPP2CB
Ptar1	PTAR1
Gpld1	GPLD1
Pnoc	PNOC
Trav3-1	TRAV5
Chat	CHAT
Acer2	ACER2
Malsu1	MALSU1
Mboat1	MBOAT1
Med14	MED14
